"train/epoch","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - model/param_linf_norm","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - model/param_linf_norm__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - model/param_linf_norm__MAX","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - _step","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - _step__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.05-group - _step__MAX","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - model/param_linf_norm","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - model/param_linf_norm__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - model/param_linf_norm__MAX","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - _step","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - _step__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.01-group - _step__MAX","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - model/param_linf_norm","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - model/param_linf_norm__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - model/param_linf_norm__MAX","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - _step","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - _step__MIN","Group: alexnet-pretrain-muon-finetune-muon-lr0.0001-preratio0.0-group - _step__MAX"
"20","0.2736050585905711","0.27200040221214294","0.27479350566864014","2016","2016","2016","0.2802481750647227","0.27712881565093994","0.283003032207489","2016","2016","2016","0.25008970002333325","0.24887366592884064","0.2512951195240021","819","819","819"
"21","0.2756831447283427","0.27387723326683044","0.2767949104309082","2112","2112","2112","0.28217436869939166","0.27918827533721924","0.28519415855407715","2112","2112","2112","0.2510800858338674","0.24972444772720337","0.2521663308143616","858","858","858"
"22","0.2775024473667145","0.27568143606185913","0.2785842716693878","2208","2208","2208","0.2836568057537079","0.2807829976081848","0.2868941128253937","2208","2208","2208","0.25215815504391986","0.2505902051925659","0.2532138526439667","897","897","897"
"23","0.27929450074831647","0.2780267000198364","0.28002285957336426","2304","2304","2304","0.28560080130894977","0.2829146981239319","0.2886425256729126","2304","2304","2304","0.253328671058019","0.25158944725990295","0.25434839725494385","936","936","936"
"24","0.2807321051756541","0.2799496650695801","0.28136810660362244","2400","2400","2400","0.28678563237190247","0.28446054458618164","0.2896892726421356","2400","2400","2400","0.2544448673725128","0.2526741921901703","0.255409836769104","975","975","975"
"25","0.28207356731096905","0.2810653746128082","0.2829779386520386","2496","2496","2496","0.28842687606811523","0.2857855260372162","0.29156601428985596","2496","2496","2496","0.2554771105448405","0.25351977348327637","0.25648337602615356","1014","1014","1014"
"26","0.2832517127195994","0.28220710158348083","0.28434622287750244","2592","2592","2592","0.2898606260617574","0.28725916147232056","0.2931421995162964","2592","2592","2592","0.2565510372320811","0.2545413672924042","0.25758299231529236","1053","1053","1053"
"27","0.28445929288864136","0.2832350730895996","0.285420298576355","2688","2688","2688","0.2909369667371114","0.2886583209037781","0.2940918207168579","2688","2688","2688","0.25770994027455646","0.25541335344314575","0.2589738368988037","1092","1092","1092"
"28","0.2853110035260518","0.28417500853538513","0.2864331603050232","2784","2784","2784","0.29191190004348755","0.28995227813720703","0.29477953910827637","2784","2784","2784","0.2589671015739441","0.25661778450012207","0.2602410316467285","1131","1131","1131"
"29","0.28612470626831055","0.2851792573928833","0.2870362401008606","2880","2880","2880","0.2929489115873973","0.2913051247596741","0.2960303723812103","2880","2880","2880","0.2599858045578003","0.2576398253440857","0.2612307071685791","1170","1170","1170"
"30","0.28722647825876874","0.28611329197883606","0.288260817527771","2976","2976","2976","0.29417306184768677","0.2925318479537964","0.29713404178619385","2976","2976","2976","0.26129524906476337","0.2588905692100525","0.26265841722488403","1209","1209","1209"
"31","0.2879759569962819","0.2869701385498047","0.2885327935218811","3072","3072","3072","0.2950822313626607","0.29325711727142334","0.29802289605140686","3072","3072","3072","0.26253865162531537","0.26013028621673584","0.26387035846710205","1248","1248","1248"
"32","0.28850903113683063","0.28727197647094727","0.28932449221611023","3168","3168","3168","0.2959285577138265","0.29389724135398865","0.2984563708305359","3168","3168","3168","0.2639305094877879","0.2614218592643738","0.26539334654808044","1287","1287","1287"
"33","0.28916646043459576","0.28787100315093994","0.29009050130844116","3264","3264","3264","0.2967147131760915","0.2950438857078552","0.29933154582977295","3264","3264","3264","0.2652735610802968","0.2625836431980133","0.26707080006599426","1326","1326","1326"
"34","0.28989461064338684","0.2881433963775635","0.2907896339893341","3360","3360","3360","0.2972944478193919","0.2955471873283386","0.3001967668533325","3360","3360","3360","0.2666368285814921","0.2639111578464508","0.26862308382987976","1365","1365","1365"
"35","0.29071449240048725","0.2896187901496887","0.2919670641422272","3456","3456","3456","0.29763497908910114","0.2958081364631653","0.3004947304725647","3456","3456","3456","0.2678866485754649","0.2650097906589508","0.2701425850391388","1404","1404","1404"
"36","0.2909192641576131","0.2896963953971863","0.2920733690261841","3552","3552","3552","0.29809465010960895","0.29590970277786255","0.3012046217918396","3552","3552","3552","0.2691906789938609","0.26616576313972473","0.27135080099105835","1443","1443","1443"
"37","0.29163933793703717","0.2899898886680603","0.2932732105255127","3648","3648","3648","0.2984990080197652","0.29640302062034607","0.30165228247642517","3648","3648","3648","0.27027804652849835","0.267098605632782","0.27242618799209595","1482","1482","1482"
"38","0.2918527026971181","0.29064464569091797","0.2931852638721466","3744","3744","3744","0.2989347477753957","0.29717952013015747","0.3020792305469513","3744","3744","3744","0.27146971225738525","0.2682812809944153","0.27379101514816284","1521","1521","1521"
"39","0.2923709551493327","0.29090750217437744","0.2937783896923065","3840","3840","3840","0.29944368203481037","0.29791149497032166","0.30242466926574707","3840","3840","3840","0.27257691820462543","0.2695169448852539","0.2749182879924774","1560","1560","1560"
"40","0.2929141620794932","0.29155829548835754","0.2941339313983917","3936","3936","3936","0.29954580465952557","0.2980915904045105","0.3023965060710907","3936","3936","3936","0.2736462652683258","0.27054882049560547","0.27606940269470215","1599","1599","1599"
"41","0.2935309608777364","0.2924855649471283","0.2944856584072113","4032","4032","4032","0.29964932799339294","0.2978914976119995","0.3029238283634186","4032","4032","4032","0.27477579315503436","0.27167946100234985","0.27725493907928467","1638","1638","1638"
"42","0.293541818857193","0.29260432720184326","0.29446855187416077","4128","4128","4128","0.3002270261446635","0.29839110374450684","0.3033398389816284","4128","4128","4128","0.2757665415604909","0.27289628982543945","0.2781655788421631","1677","1677","1677"
"43","0.2938835819562276","0.2926851511001587","0.2950376272201538","4224","4224","4224","0.30040086309115094","0.29828745126724243","0.3036452829837799","4224","4224","4224","0.2769286135832469","0.27411141991615295","0.279349684715271","1716","1716","1716"
"44","0.2942058245340983","0.2928628921508789","0.2961188852787018","4320","4320","4320","0.30114132165908813","0.29935944080352783","0.3042471408843994","4320","4320","4320","0.27798481782277423","0.27512872219085693","0.2802303433418274","1755","1755","1755"
"45","0.2947335441907247","0.29350364208221436","0.2966459393501282","4416","4416","4416","0.30134113629659015","0.29922550916671753","0.3043668866157532","4416","4416","4416","0.2789428134759267","0.27618661522865295","0.2811153829097748","1794","1794","1794"
"46","0.29539092381795246","0.2935779094696045","0.2974677085876465","4512","4512","4512","0.30125648776690167","0.29918554425239563","0.30453240871429443","4512","4512","4512","0.27989216645558673","0.2771899104118347","0.2821173071861267","1833","1833","1833"
"47","0.2956949273745219","0.2938833236694336","0.29770907759666443","4608","4608","4608","0.30145402749379474","0.2993214726448059","0.3048030734062195","4608","4608","4608","0.2806527018547058","0.27809709310531616","0.2828115224838257","1872","1872","1872"
"48","0.2955155869325002","0.2940758764743805","0.2978532612323761","4704","4704","4704","0.3014853596687317","0.29955530166625977","0.30477243661880493","4704","4704","4704","0.28167077898979187","0.2790363132953644","0.2838438153266907","1911","1911","1911"
"49","0.29580148061116535","0.29453539848327637","0.29795336723327637","4800","4800","4800","0.3018334110577901","0.3001352548599243","0.3051231801509857","4800","4800","4800","0.28262263536453247","0.27996233105659485","0.284745454788208","1950","1950","1950"
"50","0.29541706045468646","0.29422545433044434","0.29719623923301697","4896","4896","4896","0.3018603026866913","0.3000355660915375","0.30531391501426697","4896","4896","4896","0.2835483253002167","0.28090348839759827","0.28557920455932617","1989","1989","1989"
"51","0.2954673071702321","0.2942441403865814","0.29737406969070435","4992","4992","4992","0.30188093582789105","0.30002471804618835","0.3051337003707886","4992","4992","4992","0.28441403309504193","0.28182119131088257","0.28650081157684326","2028","2028","2028"
"52","0.2953684727350871","0.29428091645240784","0.2975068688392639","5088","5088","5088","0.302224059899648","0.3001214265823364","0.3055981695652008","5088","5088","5088","0.28540368874867755","0.2826280891895294","0.2877694070339203","2067","2067","2067"
"53","0.2957783242066701","0.29428330063819885","0.2983929514884949","5184","5184","5184","0.3024674852689107","0.30064910650253296","0.30571359395980835","5184","5184","5184","0.2863370180130005","0.28367501497268677","0.28869733214378357","2106","2106","2106"
"54","0.29585298895835876","0.29411208629608154","0.29884347319602966","5280","5280","5280","0.30229241649309796","0.3004070520401001","0.3054838180541992","5280","5280","5280","0.28714465101559955","0.28455907106399536","0.28956565260887146","2145","2145","2145"
"55","0.29584623376528424","0.2937721014022827","0.2992212176322937","5376","5376","5376","0.30241034428278607","0.30046403408050537","0.3057403564453125","5376","5376","5376","0.2878686984380086","0.28514641523361206","0.29033762216567993","2184","2184","2184"
"56","0.29633548855781555","0.2948799133300781","0.29917511343955994","5472","5472","5472","0.3023895025253296","0.3001258075237274","0.3059554696083069","5472","5472","5472","0.2886922061443329","0.2858606278896332","0.29114657640457153","2223","2223","2223"
"57","0.29639241099357605","0.294791579246521","0.2990680932998657","5568","5568","5568","0.30277982354164124","0.3007461130619049","0.3063579797744751","5568","5568","5568","0.28954455256462097","0.28685593605041504","0.2919377386569977","2262","2262","2262"
"58","0.2966533998648326","0.29505112767219543","0.2990482747554779","5664","5664","5664","0.3028530279795329","0.3010386526584625","0.30622628331184387","5664","5664","5664","0.29015536109606427","0.2873801589012146","0.29241499304771423","2301","2301","2301"
"59","0.2968958417574565","0.2955693006515503","0.299197793006897","5760","5760","5760","0.3028338551521301","0.30062198638916016","0.3058903217315674","5760","5760","5760","0.29102466503779095","0.28820568323135376","0.2933579087257385","2340","2340","2340"
"60","0.29730237523714703","0.2960069179534912","0.2998335361480713","5856","5856","5856","0.3030025859673818","0.3004441261291504","0.3063506782054901","5856","5856","5856","0.2919638554255168","0.289080947637558","0.29436352849006653","2379","2379","2379"
"61","0.29715773463249207","0.29571181535720825","0.299834281206131","5952","5952","5952","0.3026850124200185","0.3005703389644623","0.30574721097946167","5952","5952","5952","0.2926155428091685","0.28995954990386963","0.2950199544429779","2418","2418","2418"
"62","0.29718021551767987","0.295815646648407","0.2997211813926697","6048","6048","6048","0.30254602432250977","0.30102038383483887","0.3052162230014801","6048","6048","6048","0.2933133542537689","0.2909810543060303","0.2954353392124176","2457","2457","2457"
"63","0.2968962291876475","0.2954700291156769","0.29931262135505676","6144","6144","6144","0.30232641100883484","0.3006517291069031","0.30511632561683655","6144","6144","6144","0.293894628683726","0.2916160225868225","0.2959611415863037","2496","2496","2496"
"64","0.2972997824350993","0.2959747016429901","0.29934221506118774","6240","6240","6240","0.3021165728569031","0.3004385232925415","0.30502426624298096","6240","6240","6240","0.29459553956985474","0.29234957695007324","0.2966325581073761","2535","2535","2535"
"65","0.29720113674799603","0.29596298933029175","0.2993178963661194","6336","6336","6336","0.30205975969632465","0.3002758324146271","0.30504584312438965","6336","6336","6336","0.2952144344647725","0.2930695712566376","0.29715102910995483","2574","2574","2574"
"66","0.29776925841967267","0.2958226203918457","0.3002588450908661","6432","6432","6432","0.30232369899749756","0.3008570671081543","0.3050665855407715","6432","6432","6432","0.29576223095258075","0.2937779724597931","0.2976028025150299","2613","2613","2613"
"67","0.298064261674881","0.295840859413147","0.30064117908477783","6528","6528","6528","0.3026011089483897","0.301145076751709","0.3051452934741974","6528","6528","6528","0.29633193214734393","0.29444393515586853","0.2984042167663574","2652","2652","2652"
"68","0.29829662044843036","0.29580238461494446","0.3012653589248657","6624","6624","6624","0.30246684948603314","0.3007439970970154","0.30530625581741333","6624","6624","6624","0.2969572941462199","0.2946997284889221","0.29940831661224365","2691","2691","2691"
"69","0.29826492071151733","0.29596835374832153","0.3015725612640381","6720","6720","6720","0.30250869194666546","0.30061155557632446","0.3051215410232544","6720","6720","6720","0.2975366413593292","0.2950666844844818","0.30008405447006226","2730","2730","2730"
"70","0.298475722471873","0.2959069311618805","0.3019264042377472","6816","6816","6816","0.3026341001192729","0.30075591802597046","0.30474549531936646","6816","6816","6816","0.29797308643658954","0.2957022786140442","0.30027246475219727","2769","2769","2769"
"71","0.29851750532786053","0.2958071827888489","0.30143606662750244","6912","6912","6912","0.30281364917755127","0.3013951778411865","0.3044626712799072","6912","6912","6912","0.2983986536661784","0.2960421144962311","0.30068570375442505","2808","2808","2808"
"72","0.29856236775716144","0.2965551018714905","0.30142951011657715","7008","7008","7008","0.3026542862256368","0.3009752035140991","0.30447936058044434","7008","7008","7008","0.29895613590876263","0.2968008518218994","0.30096757411956787","2847","2847","2847"
"73","0.2984829048315684","0.2970731556415558","0.3009372353553772","7104","7104","7104","0.30240629116694134","0.3005257546901703","0.3042297959327698","7104","7104","7104","0.29937146107355755","0.2970764935016632","0.3017471134662628","2886","2886","2886"
"74","0.2986118793487549","0.29733890295028687","0.30110180377960205","7200","7200","7200","0.3029910425345103","0.3014344573020935","0.3049631714820862","7200","7200","7200","0.2997636596361796","0.2976517677307129","0.3021865487098694","2925","2925","2925"
"75","0.2989654839038849","0.2973763942718506","0.301810085773468","7296","7296","7296","0.3029315074284871","0.3014676570892334","0.3048408627510071","7296","7296","7296","0.3003197908401489","0.29820722341537476","0.3027185797691345","2964","2964","2964"
"76","0.2991168002287547","0.2978859841823578","0.3011395335197449","7392","7392","7392","0.3030191163221995","0.3016379177570343","0.30463457107543945","7392","7392","7392","0.3009847005208333","0.29858332872390747","0.30353134870529175","3003","3003","3003"
"77","0.2993151048819224","0.2978925108909607","0.3015354871749878","7488","7488","7488","0.3028668860594432","0.3016599714756012","0.3043442368507385","7488","7488","7488","0.30115293463071185","0.29889973998069763","0.30367860198020935","3042","3042","3042"
"78","0.29933417836825055","0.2981157898902893","0.30160239338874817","7584","7584","7584","0.30264710386594135","0.3011710047721863","0.3042258620262146","7584","7584","7584","0.3013795117537181","0.29932504892349243","0.30397436022758484","3081","3081","3081"
"79","0.2990896205107371","0.297363817691803","0.30187317728996277","7680","7680","7680","0.30259835720062256","0.3005297780036926","0.30428075790405273","7680","7680","7680","0.3015679717063904","0.2996077537536621","0.30399084091186523","3120","3120","3120"
"80","0.29922114809354144","0.2978462278842926","0.30183976888656616","7776","7776","7776","0.3023354907830556","0.2996324896812439","0.30445441603660583","7776","7776","7776","0.3018520673116048","0.299975723028183","0.3041647970676422","3159","3159","3159"
"81","0.29916096727053326","0.297837495803833","0.30179131031036377","7872","7872","7872","0.3024348318576813","0.2999524474143982","0.30471280217170715","7872","7872","7872","0.30232324202855426","0.30032879114151","0.30481550097465515","3198","3198","3198"
"82","0.2987825870513916","0.29697099328041077","0.3018876314163208","7968","7968","7968","0.30252692103385925","0.30018970370292664","0.3045709729194641","7968","7968","7968","0.3026469349861145","0.3005339503288269","0.30544406175613403","3237","3237","3237"
"83","0.2988717158635457","0.29676079750061035","0.3020881414413452","8064","8064","8064","0.3023088574409485","0.2999303936958313","0.30436843633651733","8064","8064","8064","0.30303096771240234","0.300680935382843","0.3059080243110657","3276","3276","3276"
"84","0.2990451355775197","0.2972264885902405","0.3019534647464752","8160","8160","8160","0.30239879091580707","0.29917043447494507","0.3046410083770752","8160","8160","8160","0.3032698631286621","0.3011532425880432","0.30596667528152466","3315","3315","3315"
"85","0.29927219947179157","0.2975304126739502","0.3020896911621094","8256","8256","8256","0.3024302621682485","0.29923582077026367","0.30456680059432983","8256","8256","8256","0.3037286897500356","0.3016223609447479","0.30620062351226807","3354","3354","3354"
"86","0.29929018020629883","0.2969203591346741","0.30215370655059814","8352","8352","8352","0.3022269606590271","0.29853683710098267","0.3046242594718933","8352","8352","8352","0.30390655001004535","0.3018060326576233","0.3065822124481201","3393","3393","3393"
"87","0.29932886362075806","0.29735127091407776","0.30226776003837585","8448","8448","8448","0.301881084839503","0.29911714792251587","0.3034471273422241","8448","8448","8448","0.3041669925053914","0.3021577000617981","0.3069069981575012","3432","3432","3432"
"88","0.2993898193041484","0.29759785532951355","0.3022828996181488","8544","8544","8544","0.301872452100118","0.29944324493408203","0.30375492572784424","8544","8544","8544","0.30455002188682556","0.3027759790420532","0.3073420822620392","3471","3471","3471"
"89","0.29929105440775555","0.29784348607063293","0.30209872126579285","8640","8640","8640","0.30204378565152484","0.29994863271713257","0.3040318191051483","8640","8640","8640","0.304778387149175","0.30323585867881775","0.30741822719573975","3510","3510","3510"
