"train/epoch","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - model/param_rms_norm","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - model/param_rms_norm__MIN","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - model/param_rms_norm__MAX","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - _step","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - _step__MIN","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.05-group - _step__MAX","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - model/param_rms_norm","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - model/param_rms_norm__MIN","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - model/param_rms_norm__MAX","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - _step","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - _step__MIN","Group: alexnet-pretrain-adam-finetune-adam-lr0.00005-preratio0.01-group - _step__MAX"
"20","3.434901535511017","3.4306788444519043","3.4445478916168213","2016","2016","2016","3.3821707367897034","3.3781166076660156","3.3898305892944336","2016","2016","2016"
"21","3.441225528717041","3.4362173080444336","3.4511725902557373","2112","2112","2112","3.389492690563202","3.3850598335266113","3.3973538875579834","2112","2112","2112"
"22","3.4471097588539124","3.4419713020324707","3.4577698707580566","2208","2208","2208","3.395985186100006","3.391197681427002","3.4043681621551514","2208","2208","2208"
"23","3.4531251192092896","3.448726177215576","3.4632480144500732","2304","2304","2304","3.402876555919647","3.398609161376953","3.4111199378967285","2304","2304","2304"
"24","3.4591410756111145","3.454043388366699","3.4691247940063477","2400","2400","2400","3.4089425206184387","3.4038383960723877","3.4181995391845703","2400","2400","2400"
"25","3.4651076793670654","3.460035562515259","3.475696086883545","2496","2496","2496","3.415203332901001","3.410715103149414","3.424485683441162","2496","2496","2496"
"26","3.470870614051819","3.4654507637023926","3.4810025691986084","2592","2592","2592","3.421694040298462","3.4176368713378906","3.4315223693847656","2592","2592","2592"
"27","3.476533591747284","3.4709839820861816","3.4867658615112305","2688","2688","2688","3.4274585247039795","3.4233884811401367","3.437276840209961","2688","2688","2688"
"28","3.481709897518158","3.476010799407959","3.4920215606689453","2784","2784","2784","3.43374764919281","3.4302332401275635","3.4427428245544434","2784","2784","2784"
"29","3.487124741077423","3.4808952808380127","3.4979476928710938","2880","2880","2880","3.4397995471954346","3.43581485748291","3.4493489265441895","2880","2880","2880"
"30","3.4919772148132324","3.4855668544769287","3.5029592514038086","2976","2976","2976","3.4453296661376953","3.441706418991089","3.454575538635254","2976","2976","2976"
"31","3.497453033924103","3.4906208515167236","3.5091419219970703","3072","3072","3072","3.4505021572113037","3.446838617324829","3.4593124389648438","3072","3072","3072"
"32","3.5027450919151306","3.495739221572876","3.51420259475708","3168","3168","3168","3.456234097480774","3.4528186321258545","3.4648780822753906","3168","3168","3168"
"33","3.5082972049713135","3.5016512870788574","3.519237518310547","3264","3264","3264","3.461345911026001","3.4572598934173584","3.4711380004882812","3264","3264","3264"
"34","3.5133230686187744","3.506781578063965","3.5240318775177","3360","3360","3360","3.4659825563430786","3.4619998931884766","3.4748826026916504","3360","3360","3360"
"35","3.5179731845855713","3.510885238647461","3.5292606353759766","3456","3456","3456","3.4713072180747986","3.467282772064209","3.4807329177856445","3456","3456","3456"
"36","3.522876799106598","3.516192674636841","3.53410005569458","3552","3552","3552","3.4763850569725037","3.472550630569458","3.4862794876098633","3552","3552","3552"
"37","3.5282247066497803","3.5220799446105957","3.5386931896209717","3648","3648","3648","3.4816559553146362","3.4774911403656006","3.4917280673980713","3648","3648","3648"
"38","3.533172130584717","3.52663516998291","3.544133424758911","3744","3744","3744","3.4866796135902405","3.482553482055664","3.496847629547119","3744","3744","3744"
"39","3.5383031368255615","3.531480550765991","3.55002498626709","3840","3840","3840","3.491680324077606","3.487799644470215","3.5008623600006104","3840","3840","3840"
"40","3.543144404888153","3.5361266136169434","3.555412769317627","3936","3936","3936","3.4963836073875427","3.491798162460327","3.505375385284424","3936","3936","3936"
"41","3.547987997531891","3.5406954288482666","3.5599799156188965","4032","4032","4032","3.501343309879303","3.4967474937438965","3.510266065597534","4032","4032","4032"
"42","3.5527844429016113","3.54557466506958","3.5651395320892334","4128","4128","4128","3.506387948989868","3.5019030570983887","3.5153746604919434","4128","4128","4128"
"43","3.5574986934661865","3.5502612590789795","3.5705997943878174","4224","4224","4224","3.5112579464912415","3.506376266479492","3.520627498626709","4224","4224","4224"
"44","3.563055396080017","3.556187152862549","3.5764007568359375","4320","4320","4320","3.5156259536743164","3.511127471923828","3.5245869159698486","4320","4320","4320"
"45","3.5682697892189026","3.561786651611328","3.5810000896453857","4416","4416","4416","3.5206501483917236","3.5160632133483887","3.5295913219451904","4416","4416","4416"
"46","3.5725651383399963","3.5664079189300537","3.585575580596924","4512","4512","4512","3.5253652930259705","3.520075559616089","3.534536361694336","4512","4512","4512"
"47","3.5775238275527954","3.5707767009735107","3.589456796646118","4608","4608","4608","3.529717445373535","3.5252556800842285","3.5390970706939697","4608","4608","4608"
"48","3.582306981086731","3.5759201049804688","3.5938286781311035","4704","4704","4704","3.5353700518608093","3.5306596755981445","3.544208526611328","4704","4704","4704"
"49","3.5870622396469116","3.5801219940185547","3.598571300506592","4800","4800","4800","3.539955198764801","3.5350189208984375","3.5497398376464844","4800","4800","4800"
"50","3.5913442969322205","3.58331298828125","3.602311611175537","4896","4896","4896","3.544505476951599","3.539691686630249","3.553990602493286","4896","4896","4896"
"51","3.5963037610054016","3.58872652053833","3.607557773590088","4992","4992","4992","3.549764931201935","3.5447998046875","3.55859375","4992","4992","4992"
"52","3.6005642414093018","3.5930516719818115","3.6113643646240234","5088","5088","5088","3.5541168451309204","3.5508105754852295","3.562901496887207","5088","5088","5088"
"53","3.6055150628089905","3.5979440212249756","3.6170437335968018","5184","5184","5184","3.5588666796684265","3.554980993270874","3.5672481060028076","5184","5184","5184"
"54","3.6098963618278503","3.6023459434509277","3.621542453765869","5280","5280","5280","3.563220202922821","3.5601558685302734","3.571392297744751","5280","5280","5280"
"55","3.6149234771728516","3.606736183166504","3.6258883476257324","5376","5376","5376","3.569132626056671","3.564368486404419","3.5760717391967773","5376","5376","5376"
"56","3.6195757389068604","3.612100124359131","3.630002021789551","5472","5472","5472","3.57413512468338","3.5686562061309814","3.5804688930511475","5472","5472","5472"
"57","3.6242828965187073","3.6167104244232178","3.63504695892334","5568","5568","5568","3.5784244537353516","3.573713779449463","3.583669662475586","5568","5568","5568"
"58","3.629011631011963","3.6217122077941895","3.6396031379699707","5664","5664","5664","3.582812547683716","3.5783965587615967","3.5879011154174805","5664","5664","5664"
"59","3.6340739130973816","3.627545118331909","3.644606590270996","5760","5760","5760","3.5876070261001587","3.5829262733459473","3.5937228202819824","5760","5760","5760"
"60","3.6394510865211487","3.632504463195801","3.6506848335266113","5856","5856","5856","3.5929240584373474","3.587552309036255","3.5992143154144287","5856","5856","5856"
"61","3.6451109051704407","3.6363258361816406","3.660705804824829","5952","5952","5952","3.600345194339752","3.5963523387908936","3.604686737060547","5952","5952","5952"
"62","3.650081694126129","3.640524387359619","3.6665968894958496","6048","6048","6048","3.604914903640747","3.6003432273864746","3.609079360961914","6048","6048","6048"
"63","3.654248893260956","3.644871711730957","3.6712074279785156","6144","6144","6144","3.6086671948432922","3.6037771701812744","3.6132140159606934","6144","6144","6144"
"64","3.659210503101349","3.6501271724700928","3.6749391555786133","6240","6240","6240","3.61270409822464","3.607543468475342","3.618621587753296","6240","6240","6240"
"65","3.66353702545166","3.6544981002807617","3.678894519805908","6336","6336","6336","3.616462826728821","3.611053228378296","3.6222691535949707","6336","6336","6336"
"66","3.6676913499832153","3.659130334854126","3.6829562187194824","6432","6432","6432","3.620548903942108","3.6154396533966064","3.6262331008911133","6432","6432","6432"
"67","3.671834707260132","3.663679838180542","3.6865234375","6528","6528","6528","3.6244178414344788","3.619077444076538","3.6305859088897705","6528","6528","6528"
"68","3.6763656735420227","3.6682844161987305","3.6910459995269775","6624","6624","6624","3.6285197734832764","3.6229629516601562","3.6360411643981934","6624","6624","6624"
"69","3.6803264021873474","3.6729679107666016","3.694504976272583","6720","6720","6720","3.6335572004318237","3.627612352371216","3.6412453651428223","6720","6720","6720"
"70","3.6843661665916443","3.677672863006592","3.697469472885132","6816","6816","6816","3.6378360986709595","3.633061408996582","3.6453697681427","6816","6816","6816"
"71","3.6890439987182617","3.682497024536133","3.7013278007507324","6912","6912","6912","3.642119526863098","3.637455940246582","3.650463342666626","6912","6912","6912"
"72","3.693730056285858","3.6874499320983887","3.706122875213623","7008","7008","7008","3.6461554765701294","3.641505241394043","3.6547250747680664","7008","7008","7008"
"73","3.697867214679718","3.690948486328125","3.710602045059204","7104","7104","7104","3.6500974893569946","3.6447386741638184","3.658400297164917","7104","7104","7104"
"74","3.702436327934265","3.695495367050171","3.7148702144622803","7200","7200","7200","3.6547516584396362","3.6487298011779785","3.662667751312256","7200","7200","7200"
"75","3.7070493698120117","3.7005786895751953","3.719972610473633","7296","7296","7296","3.658968985080719","3.653268337249756","3.667762041091919","7296","7296","7296"
"76","3.711985945701599","3.7059216499328613","3.7242093086242676","7392","7392","7392","3.6632293462753296","3.6569888591766357","3.6719775199890137","7392","7392","7392"
"77","3.716304361820221","3.7097890377044678","3.728281259536743","7488","7488","7488","3.667557179927826","3.661313533782959","3.6769464015960693","7488","7488","7488"
"78","3.7207409739494324","3.7158255577087402","3.7326250076293945","7584","7584","7584","3.671803891658783","3.6658451557159424","3.6802520751953125","7584","7584","7584"
"79","3.725187838077545","3.7206177711486816","3.7372512817382812","7680","7680","7680","3.6764509677886963","3.6702213287353516","3.6844289302825928","7680","7680","7680"
"80","3.729711949825287","3.725442409515381","3.742154836654663","7776","7776","7776","3.6804438829421997","3.6735737323760986","3.6876299381256104","7776","7776","7776"
"81","3.73405921459198","3.7296319007873535","3.745856523513794","7872","7872","7872","3.6847031116485596","3.6781725883483887","3.6922507286071777","7872","7872","7872"
"82","3.7385778427124023","3.7337546348571777","3.7500436305999756","7968","7968","7968","3.692580997943878","3.6841893196105957","3.6996824741363525","7968","7968","7968"
"83","3.7459288239479065","3.7380101680755615","3.7545228004455566","8064","8064","8064","3.697316884994507","3.6881632804870605","3.705134391784668","8064","8064","8064"
"84","3.75027996301651","3.7422380447387695","3.7586681842803955","8160","8160","8160","3.701736569404602","3.691939353942871","3.70963716506958","8160","8160","8160"
"85","3.753903329372406","3.746863842010498","3.7623913288116455","8256","8256","8256","3.706373870372772","3.6962411403656006","3.7143588066101074","8256","8256","8256"
"86","3.758346378803253","3.75128173828125","3.76731538772583","8352","8352","8352","3.710494816303253","3.700181484222412","3.718158721923828","8352","8352","8352"
"87","3.762694299221039","3.7556257247924805","3.7722787857055664","8448","8448","8448","3.7147809863090515","3.7050938606262207","3.721393346786499","8448","8448","8448"
"88","3.766989588737488","3.7598073482513428","3.77815580368042","8544","8544","8544","3.7194809317588806","3.7097601890563965","3.7253518104553223","8544","8544","8544"
"89","3.7713234424591064","3.763338088989258","3.7832980155944824","8640","8640","8640","3.7241856455802917","3.7149486541748047","3.7296628952026367","8640","8640","8640"
